,Unnamed: 0,Name,Age,Overall,Potential,Club,Value,Wage,Acceleration,Aggression,Ball control,Dribbling,Finishing,Shot power,Strength,Sprint speed,Stamina,Preferred Positions,Thou/Mill,Value Int,Wage Int,Preferred Position,age group,class group
6018,6018,F. Daprelà,26,69,71,FC Lugano,€1M,€5K,72.0,63.0,71.0,69.0,47.0,58.0,79.0,78.0,84.0,LM LB ,Mill,1000000.0,5000.0,LM,24-30,Semi-Pro
6019,6019,J. Baffo,24,69,74,Eintracht Braunschweig,€1.2M,€11K,69.0,69.0,34.0,28.0,28.0,52.0,74.0,72.0,69.0,RB LB CB ,Mill,1000000.0,11000.0,RB,18-24,Semi-Pro
6020,6020,Miquel,24,69,77,CD Lugo,€1.3M,€5K,63.0,71.0,67.0,55.0,18.0,57.0,79.0,69.0,69.0,CB ,Mill,1000000.0,5000.0,CB,18-24,Semi-Pro
6022,6022,G. Verón,27,69,69,New York Red Bulls,€1.1M,€5K,84.0,50.0,68.0,69.0,59.0,68.0,60.0,82.0,59.0,ST LM RM ,Mill,1000000.0,5000.0,ST,24-30,Semi-Pro
6023,6023,D. Goutas,23,69,74,Sint-Truidense VV,€1.2M,€6K,55.0,70.0,46.0,40.0,36.0,55.0,77.0,67.0,71.0,CB ,Mill,1000000.0,6000.0,CB,18-24,Semi-Pro
6028,6028,G. Maluleka,28,69,69,Kaizer Chiefs,€1M,€1K,78.0,51.0,71.0,71.0,70.0,70.0,64.0,75.0,72.0,CAM CM ,Mill,1000000.0,1000.0,CA,24-30,Semi-Pro
6029,6029,J. Duverne,19,69,78,RC Lens,€1.4M,€3K,69.0,63.0,60.0,55.0,25.0,39.0,71.0,72.0,74.0,CB ,Mill,1000000.0,3000.0,CB,18-24,Semi-Pro
5978,5978,R. Bormuth,21,69,79,Fortuna Düsseldorf,€1.5M,€11K,69.0,61.0,57.0,39.0,21.0,37.0,76.0,69.0,59.0,CB ,Mill,1000000.0,11000.0,CB,18-24,Semi-Pro
5977,5977,M. Sobottka,23,69,76,Fortuna Düsseldorf,€1.3M,€12K,66.0,68.0,66.0,63.0,56.0,59.0,70.0,67.0,86.0,CM CDM ,Mill,1000000.0,12000.0,CM,18-24,Semi-Pro
5976,5976,Marco Sangalli,25,69,72,AD Alcorcón,€1.3M,€8K,74.0,42.0,71.0,75.0,67.0,58.0,62.0,79.0,69.0,RM RW ,Mill,1000000.0,8000.0,RM,24-30,Semi-Pro
5957,5957,G. Teigl,26,69,72,FC Augsburg,€1.1M,€13K,90.0,69.0,62.0,64.0,54.0,59.0,67.0,89.0,79.0,RM RB ,Mill,1000000.0,13000.0,RM,24-30,Semi-Pro
5935,5935,A. Frączczak,29,69,69,Pogoń Szczecin,€1.1M,€5K,77.0,83.0,64.0,66.0,67.0,65.0,75.0,83.0,90.0,RB ST ,Mill,1000000.0,5000.0,RB,24-30,Semi-Pro
5938,5938,A. Rooney,29,69,69,Aberdeen,€1.1M,€7K,58.0,70.0,65.0,64.0,68.0,73.0,82.0,62.0,67.0,ST ,Mill,1000000.0,7000.0,ST,24-30,Semi-Pro
5939,5939,P. Škuletić,27,69,70,Gençlerbirliği SK,€1.2M,€12K,63.0,60.0,64.0,48.0,74.0,69.0,79.0,71.0,60.0,ST ,Mill,1000000.0,12000.0,ST,24-30,Semi-Pro
5940,5940,R. Wolski,24,69,73,Lechia Gdańsk,€1.3M,€5K,89.0,56.0,74.0,73.0,61.0,73.0,51.0,66.0,72.0,CAM CM ,Mill,1000000.0,5000.0,CA,18-24,Semi-Pro
5941,5941,S. Tarashaj,22,69,79,Everton,€1.7M,€42K,77.0,56.0,67.0,70.0,69.0,67.0,60.0,76.0,64.0,CAM ,Mill,1000000.0,42000.0,CA,18-24,Semi-Pro
5945,5945,O. Gaber,25,69,74,FC Basel,€1.2M,€18K,77.0,76.0,70.0,62.0,52.0,70.0,74.0,76.0,74.0,LB RM RB ,Mill,1000000.0,18000.0,LB,24-30,Semi-Pro
5948,5948,M. Bueno,23,69,76,Monterrey,€1.5M,€17K,76.0,69.0,68.0,68.0,66.0,65.0,72.0,79.0,74.0,RW CAM ST ,Mill,1000000.0,17000.0,RW,18-24,Semi-Pro
5949,5949,E. Berggreen,24,69,75,1. FSV Mainz 05,€1.5M,€15K,52.0,58.0,72.0,67.0,70.0,72.0,88.0,52.0,62.0,ST ,Mill,1000000.0,15000.0,ST,18-24,Semi-Pro
5951,5951,R. Oudin,20,69,77,Stade de Reims,€1.6M,€6K,68.0,42.0,71.0,68.0,71.0,71.0,73.0,73.0,57.0,LM RM ST ,Mill,1000000.0,6000.0,LM,18-24,Semi-Pro
5952,5952,L. Thy,25,69,72,VVV-Venlo,€1.3M,€17K,74.0,78.0,66.0,65.0,64.0,76.0,74.0,77.0,81.0,ST ,Mill,1000000.0,17000.0,ST,24-30,Semi-Pro
5954,5954,S. Dallas,26,69,70,Leeds United,€1.2M,€20K,71.0,60.0,69.0,72.0,62.0,68.0,68.0,70.0,78.0,RM LM ,Mill,1000000.0,20000.0,RM,24-30,Semi-Pro
5955,5955,S. Walsh,22,69,75,SV Zulte-Waregem,€1.2M,€8K,67.0,73.0,64.0,63.0,22.0,44.0,66.0,70.0,85.0,CB RB ,Mill,1000000.0,8000.0,CB,18-24,Semi-Pro
5958,5958,A. Timofeev,23,69,80,Spartak Moscow,€1.6M,€24K,68.0,71.0,68.0,56.0,50.0,59.0,71.0,71.0,72.0,CM CDM ,Mill,1000000.0,24000.0,CM,18-24,Semi-Pro
5973,5973,M. Zimmermann,25,69,73,VfB Stuttgart,€1.1M,€13K,76.0,75.0,69.0,65.0,46.0,62.0,68.0,74.0,78.0,CM RB CDM ,Mill,1000000.0,13000.0,CM,24-30,Semi-Pro
5959,5959,Z. Ferhat,24,69,73,Le Havre AC,€1.4M,€5K,77.0,34.0,69.0,69.0,55.0,51.0,61.0,80.0,61.0,RM ,Mill,1000000.0,5000.0,RM,18-24,Semi-Pro
5960,5960,Alfaro,30,69,69,Córdoba CF,€1M,€7K,57.0,49.0,73.0,71.0,65.0,70.0,59.0,57.0,40.0,ST RM LM CAM ,Mill,1000000.0,7000.0,ST,24-30,Semi-Pro
5961,5961,C. Techera,25,69,71,Vancouver Whitecaps FC,€1.3M,€5K,80.0,55.0,70.0,70.0,64.0,70.0,32.0,75.0,68.0,LM RM ,Mill,1000000.0,5000.0,LM,24-30,Semi-Pro
5962,5962,J. Worrall,20,69,82,Nottingham Forest,€1.8M,€12K,62.0,70.0,40.0,28.0,20.0,37.0,82.0,61.0,64.0,CB ,Mill,1000000.0,12000.0,CB,18-24,Semi-Pro
5963,5963,K. Sarfo,22,69,79,Malmö FF,€1.7M,€4K,81.0,34.0,78.0,77.0,64.0,48.0,48.0,67.0,74.0,RM CAM ,Mill,1000000.0,4000.0,RM,18-24,Semi-Pro
5964,5964,G. Hernández,24,69,74,Tiburones Rojos de Veracruz,€1.4M,€25K,73.0,61.0,69.0,75.0,60.0,67.0,59.0,76.0,70.0,LM CAM CM ,Mill,1000000.0,25000.0,LM,18-24,Semi-Pro
5965,5965,Curro Sánchez,21,69,81,Sevilla Atlético,€1.9M,€4K,70.0,38.0,72.0,71.0,65.0,48.0,42.0,65.0,44.0,LM RM ,Mill,1000000.0,4000.0,LM,18-24,Semi-Pro
5968,5968,S. Abdullahi,20,69,77,Eintracht Braunschweig,€1.6M,€13K,81.0,68.0,65.0,62.0,67.0,75.0,87.0,86.0,65.0,ST ,Mill,1000000.0,13000.0,ST,18-24,Semi-Pro
5969,5969,J. Ankersen,26,69,70,Aarhus GF,€1.2M,€9K,85.0,57.0,67.0,68.0,57.0,71.0,58.0,90.0,84.0,RM LM ,Mill,1000000.0,9000.0,RM,24-30,Semi-Pro
5970,5970,Alex,28,69,69,Houston Dynamo,€1M,€6K,77.0,68.0,68.0,71.0,57.0,68.0,59.0,59.0,80.0,LM CM ,Mill,1000000.0,6000.0,LM,24-30,Semi-Pro
5971,5971,Kim Seung Dae,26,69,71,Pohang Steelers,€1.3M,€8K,79.0,59.0,75.0,72.0,70.0,63.0,52.0,81.0,69.0,CAM ST ,Mill,1000000.0,8000.0,CA,24-30,Semi-Pro
5972,5972,B. Lozano,23,69,76,Santos Laguna,€1.5M,€25K,82.0,44.0,70.0,73.0,66.0,72.0,42.0,83.0,63.0,RM LM ,Mill,1000000.0,25000.0,RM,18-24,Semi-Pro
6030,6030,D. Frahn,30,69,69,Chemnitzer FC,€1M,€1K,60.0,73.0,58.0,50.0,76.0,77.0,78.0,65.0,67.0,ST ,Mill,1000000.0,1000.0,ST,24-30,Semi-Pro
6031,6031,S. De Ridder,30,69,69,Sporting Lokeren,€1M,€9K,70.0,78.0,70.0,72.0,66.0,71.0,65.0,68.0,72.0,LM CAM ,Mill,1000000.0,9000.0,LM,24-30,Semi-Pro
6032,6032,M. Scozzarella,29,69,69,Parma,€1M,€4K,85.0,72.0,71.0,68.0,58.0,54.0,58.0,85.0,75.0,CDM CM ,Mill,1000000.0,4000.0,CD,24-30,Semi-Pro
6113,6113,R. Erramuspe,27,69,72,Independiente Medellín,€1.1M,€8K,46.0,65.0,49.0,36.0,27.0,46.0,80.0,55.0,63.0,RB CB ,Mill,1000000.0,8000.0,RB,24-30,Semi-Pro
6093,6093,Sandro Maceira,25,69,69,Associação Chapecoense de Futebol,€1.1M,€10K,70.0,45.0,68.0,67.0,62.0,67.0,52.0,73.0,68.0,CAM ,Mill,1000000.0,10000.0,CA,24-30,Semi-Pro
6094,6094,F. Quignon,24,69,76,San Lorenzo de Almagro,€1.3M,€10K,68.0,61.0,67.0,61.0,48.0,59.0,73.0,70.0,77.0,CDM ,Mill,1000000.0,10000.0,CD,18-24,Semi-Pro
6095,6095,R. Holmes,30,69,69,Charlton Athletic,€1M,€9K,80.0,45.0,66.0,72.0,62.0,58.0,63.0,82.0,81.0,RM LM ,Mill,1000000.0,9000.0,RM,24-30,Semi-Pro
6097,6097,G. Zigoni,26,69,70,F.B.C. Unione Venezia,€1.3M,€48K,64.0,48.0,70.0,68.0,70.0,71.0,79.0,68.0,65.0,ST ,Mill,1000000.0,48000.0,ST,24-30,Semi-Pro
6098,6098,J. Corona,26,69,70,Club Tijuana,€1.2M,€13K,74.0,57.0,71.0,71.0,63.0,72.0,60.0,73.0,68.0,CAM CM ,Mill,1000000.0,13000.0,CA,24-30,Semi-Pro
6099,6099,L. Néry,26,69,72,Valenciennes FC,€1.1M,€4K,73.0,63.0,66.0,61.0,43.0,61.0,74.0,70.0,76.0,RB ,Mill,1000000.0,4000.0,RB,24-30,Semi-Pro
6100,6100,W. Bruin,27,69,69,Seattle Sounders FC,€1.1M,€6K,61.0,70.0,65.0,60.0,66.0,73.0,85.0,75.0,68.0,ST ,Mill,1000000.0,6000.0,ST,24-30,Semi-Pro
6102,6102,J. Kosecki,26,69,69,Śląsk Wrocław,€1.1M,€5K,93.0,72.0,71.0,75.0,63.0,61.0,27.0,91.0,71.0,LM ,Mill,1000000.0,5000.0,LM,24-30,Semi-Pro
6105,6105,L. Murphy,27,69,70,Burton Albion,€1.2M,€20K,64.0,68.0,67.0,65.0,60.0,70.0,69.0,64.0,77.0,CDM CM ,Mill,1000000.0,20000.0,CD,24-30,Semi-Pro
6107,6107,V. Bora,22,69,78,Atiker Konyaspor,€1.6M,€10K,76.0,72.0,72.0,72.0,48.0,55.0,48.0,72.0,53.0,RM ,Mill,1000000.0,10000.0,RM,18-24,Semi-Pro
6111,6111,J. Meffert,22,69,75,SC Freiburg,€1.2M,€11K,53.0,68.0,65.0,59.0,42.0,58.0,72.0,64.0,75.0,CM CDM ,Mill,1000000.0,11000.0,CM,18-24,Semi-Pro
6112,6112,A. Balić,19,69,77,Udinese,€1.5M,€9K,64.0,45.0,76.0,71.0,59.0,62.0,52.0,50.0,67.0,CAM ,Mill,1000000.0,9000.0,CA,18-24,Semi-Pro
6115,6115,J. Lowe,25,69,71,Birmingham City,€1.1M,€15K,65.0,79.0,61.0,57.0,37.0,63.0,63.0,65.0,77.0,RB CM CDM ,Mill,1000000.0,15000.0,RB,24-30,Semi-Pro
6084,6084,E. Zavaleta,24,69,72,Toronto FC,€1.1M,€4K,65.0,73.0,63.0,55.0,50.0,68.0,78.0,69.0,75.0,CB ,Mill,1000000.0,4000.0,CB,18-24,Semi-Pro
6117,6117,S. Piette,22,69,76,Montreal Impact,€1.3M,€4K,71.0,84.0,62.0,55.0,43.0,70.0,73.0,69.0,87.0,CDM ,Mill,1000000.0,4000.0,CD,18-24,Semi-Pro
6119,6119,C. Solly,26,69,71,Charlton Athletic,€1M,€8K,76.0,73.0,66.0,65.0,36.0,27.0,71.0,72.0,74.0,RB ,Mill,1000000.0,8000.0,RB,24-30,Semi-Pro
6120,6120,A. Ibrahim,26,69,72,Vålerenga Fotball,€1.3M,€4K,72.0,71.0,70.0,71.0,52.0,68.0,74.0,69.0,71.0,CM ,Mill,1000000.0,4000.0,CM,24-30,Semi-Pro
6121,6121,Joelinton,20,69,76,SK Rapid Wien,€1.5M,€17K,79.0,63.0,67.0,70.0,66.0,62.0,87.0,79.0,76.0,CAM CF ST ,Mill,1000000.0,17000.0,CA,18-24,Semi-Pro
6122,6122,M. Pučko,23,69,78,Real Oviedo,€1.6M,€6K,76.0,42.0,73.0,76.0,70.0,66.0,41.0,72.0,49.0,LM RM ST ,Mill,1000000.0,6000.0,LM,18-24,Semi-Pro
6125,6125,E. Andersen,24,69,72,Strømsgodset IF,€1.3M,€3K,80.0,40.0,70.0,68.0,61.0,70.0,64.0,78.0,65.0,ST LM ,Mill,1000000.0,3000.0,ST,18-24,Semi-Pro
6126,6126,O. Vranješ,27,69,70,AEK Athens,€1M,€1K,70.0,67.0,57.0,55.0,31.0,68.0,72.0,67.0,70.0,RB CB ,Mill,1000000.0,1000.0,RB,24-30,Semi-Pro
6127,6127,P. Ziegler,27,69,70,1. FC Kaiserslautern,€1M,€8K,65.0,68.0,65.0,58.0,30.0,47.0,75.0,68.0,72.0,CB CDM ,Mill,1000000.0,8000.0,CB,24-30,Semi-Pro
6130,6130,M. Fedele,24,69,73,Foggia,€1.3M,€3K,65.0,61.0,70.0,63.0,55.0,73.0,79.0,68.0,75.0,CDM CM ,Mill,1000000.0,3000.0,CD,18-24,Semi-Pro
6132,6132,K. Mrabti,23,69,77,Djurgårdens IF,€1.5M,€4K,90.0,84.0,75.0,71.0,57.0,58.0,70.0,81.0,83.0,ST CAM ,Mill,1000000.0,4000.0,ST,18-24,Semi-Pro
6136,6136,A. Crescenzi,25,69,71,Pescara,€1.1M,€3K,77.0,75.0,66.0,60.0,31.0,61.0,72.0,75.0,83.0,RB LB ,Mill,1000000.0,3000.0,RB,24-30,Semi-Pro
6140,6140,P. Ofosu-Ayeh,25,69,72,Wolverhampton Wanderers,€1.1M,€24K,90.0,70.0,65.0,66.0,44.0,58.0,82.0,90.0,85.0,CB RWB RB ,Mill,1000000.0,24000.0,CB,24-30,Semi-Pro
6085,6085,M. Pellizzer,28,69,71,Virtus Entella,€1M,€2K,75.0,70.0,54.0,27.0,13.0,57.0,72.0,75.0,73.0,CB ,Mill,1000000.0,2000.0,CB,24-30,Semi-Pro
6083,6083,C. Ibargüen,21,69,79,Corporación Club Deportivo Tuluá,€1.7M,€28K,74.0,85.0,67.0,66.0,73.0,71.0,79.0,75.0,72.0,ST ,Mill,1000000.0,28000.0,ST,18-24,Semi-Pro
6033,6033,W. Grigg,25,69,71,Wigan Athletic,€1.3M,€9K,75.0,50.0,63.0,64.0,72.0,68.0,77.0,76.0,81.0,ST ,Mill,1000000.0,9000.0,ST,24-30,Semi-Pro
6056,6056,K. Phillips,21,69,79,Leeds United,€1.5M,€14K,66.0,74.0,65.0,63.0,55.0,73.0,75.0,69.0,75.0,CM CDM ,Mill,1000000.0,14000.0,CM,18-24,Semi-Pro
6034,6034,P. Grbić,28,69,69,Akhisar Belediyespor,€1.1M,€12K,72.0,68.0,69.0,70.0,67.0,67.0,70.0,78.0,71.0,RM ,Mill,1000000.0,12000.0,RM,24-30,Semi-Pro
6036,6036,K. Barbarouses,27,69,69,Melbourne Victory,€1.1M,€7K,85.0,56.0,69.0,70.0,63.0,65.0,58.0,87.0,85.0,ST RW ,Mill,1000000.0,7000.0,ST,24-30,Semi-Pro
6038,6038,E. Bergström,24,69,75,Grasshopper Club Zürich,€1.2M,€19K,63.0,72.0,52.0,34.0,23.0,39.0,82.0,66.0,71.0,CB ,Mill,1000000.0,19000.0,CB,18-24,Semi-Pro
6039,6039,L. Munesos,25,69,69,CD Huachipato,€1.1M,€5K,64.0,52.0,73.0,74.0,65.0,69.0,61.0,62.0,65.0,CF CAM ,Mill,1000000.0,5000.0,CF,24-30,Semi-Pro
6040,6040,M. Barbieri,23,69,76,Racing Club de Avellaneda,€1.3M,€9K,61.0,72.0,49.0,48.0,25.0,56.0,82.0,64.0,58.0,CB ,Mill,1000000.0,9000.0,CB,18-24,Semi-Pro
6043,6043,F. Píriz,27,69,71,Montpellier Hérault SC,€1M,€14K,60.0,79.0,64.0,52.0,33.0,54.0,77.0,65.0,76.0,CM CDM ,Mill,1000000.0,14000.0,CM,24-30,Semi-Pro
6045,6045,C. Arias,29,69,69,Alianza Petrolera,€1.1M,€2K,76.0,51.0,70.0,67.0,70.0,66.0,62.0,75.0,70.0,ST ,Mill,1000000.0,2000.0,ST,24-30,Semi-Pro
6047,6047,J. Kouffaty,24,69,76,CD Los Millionarios Bogota,€1.5M,€3K,72.0,44.0,71.0,73.0,66.0,54.0,56.0,68.0,57.0,LM CAM ,Mill,1000000.0,3000.0,LM,18-24,Semi-Pro
6048,6048,P. Małecki,28,69,69,Wisła Kraków,€1.1M,€6K,78.0,73.0,64.0,67.0,66.0,72.0,76.0,78.0,87.0,LM ,Mill,1000000.0,6000.0,LM,24-30,Semi-Pro
6051,6051,P. Schönfeld,28,69,69,Eintracht Braunschweig,€1M,€15K,67.0,70.0,71.0,73.0,59.0,75.0,79.0,78.0,77.0,CDM CAM CM ,Mill,1000000.0,15000.0,CD,24-30,Semi-Pro
6052,6052,T. Kleindienst,21,69,77,SC Freiburg,€1.6M,€13K,64.0,57.0,70.0,67.0,70.0,71.0,67.0,76.0,73.0,RM ST ,Mill,1000000.0,13000.0,RM,18-24,Semi-Pro
6054,6054,M. Watkins,26,69,70,Norwich City,€1.2M,€21K,84.0,68.0,66.0,70.0,67.0,63.0,61.0,83.0,76.0,ST RM ,Mill,1000000.0,21000.0,ST,24-30,Semi-Pro
6057,6057,J. van der Lely,21,69,76,FC Twente,€1.3M,€5K,76.0,57.0,67.0,64.0,29.0,40.0,65.0,69.0,74.0,RB LB ,Mill,1000000.0,5000.0,RB,18-24,Semi-Pro
6082,6082,Hélder Ferreira,20,69,78,Vitória Guimarães,€1.6M,€5K,76.0,45.0,70.0,70.0,66.0,74.0,56.0,75.0,60.0,RM ,Mill,1000000.0,5000.0,RM,18-24,Semi-Pro
6058,6058,Léo Jabá,18,69,84,Terek Grozny,€2.2M,€13K,78.0,31.0,70.0,74.0,69.0,65.0,66.0,84.0,58.0,LM ST ,Mill,2000000.0,13000.0,LM,Younger than 18,Semi-Pro
6059,6059,T. Bianchi,28,69,69,Ascoli,€1M,€3K,64.0,73.0,72.0,64.0,46.0,60.0,70.0,65.0,74.0,CDM CM ,Mill,1000000.0,3000.0,CD,24-30,Semi-Pro
6060,6060,H. Singh,26,69,71,Kalmar FF,€1.2M,€4K,58.0,46.0,69.0,66.0,55.0,77.0,76.0,52.0,77.0,CDM CM ,Mill,1000000.0,4000.0,CD,24-30,Semi-Pro
6062,6062,N. Næss,24,69,73,SC Heerenveen,€1.2M,€5K,57.0,70.0,66.0,54.0,35.0,74.0,77.0,69.0,73.0,CB ,Mill,1000000.0,5000.0,CB,18-24,Semi-Pro
6064,6064,M. Pospíšil,26,69,70,Jagiellonia Białystok,€1.2M,€7K,71.0,58.0,73.0,75.0,50.0,53.0,52.0,59.0,65.0,CM CAM ,Mill,1000000.0,7000.0,CM,24-30,Semi-Pro
6066,6066,K. Nagai,28,69,69,F.C. Tokyo,€1.1M,€8K,92.0,57.0,62.0,70.0,61.0,60.0,55.0,91.0,91.0,LM LW ST RM ,Mill,1000000.0,8000.0,LM,24-30,Semi-Pro
6069,6069,A. Castro,22,69,79,San Lorenzo de Almagro,€1.7M,€11K,78.0,44.0,68.0,72.0,66.0,63.0,65.0,77.0,70.0,CDM LM CM ,Mill,1000000.0,11000.0,CD,18-24,Semi-Pro
6075,6075,R. Orsolini,20,69,84,Atalanta,€2.3M,€41K,80.0,44.0,70.0,70.0,67.0,64.0,57.0,74.0,68.0,RM RW ,Mill,2000000.0,41000.0,RM,18-24,Semi-Pro
6078,6078,D. Høegh,26,69,71,SC Heerenveen,€1.1M,€6K,56.0,64.0,60.0,47.0,31.0,58.0,77.0,45.0,70.0,CB ,Mill,1000000.0,6000.0,CB,24-30,Semi-Pro
6079,6079,N. Dimitrov,29,69,69,FC Ural,€1M,€20K,78.0,56.0,70.0,71.0,63.0,64.0,62.0,71.0,66.0,RW LM RM ,Mill,1000000.0,20000.0,RW,24-30,Semi-Pro
6080,6080,A. Karamanos,26,69,70,Rio Ave FC,€1.3M,€7K,61.0,59.0,60.0,58.0,73.0,77.0,76.0,54.0,72.0,ST ,Mill,1000000.0,7000.0,ST,24-30,Semi-Pro
6081,6081,H. Mosquera,22,69,78,CD Los Millionarios Bogota,€1.6M,€3K,77.0,59.0,70.0,72.0,65.0,52.0,63.0,78.0,68.0,LW RM ,Mill,1000000.0,3000.0,LW,18-24,Semi-Pro
5932,5932,P. van Anholt,26,69,72,LA Galaxy,€1.1M,€5K,70.0,76.0,67.0,70.0,43.0,79.0,72.0,74.0,79.0,LB RB ,Mill,1000000.0,5000.0,LB,24-30,Semi-Pro
5931,5931,A. Guié Guié,30,69,69,US Orléans Loiret Football,€1M,€5K,75.0,68.0,68.0,69.0,74.0,66.0,59.0,80.0,65.0,ST ,Mill,1000000.0,5000.0,ST,24-30,Semi-Pro
5930,5930,M. Jacobs,25,69,71,Wigan Athletic,€1.3M,€8K,82.0,65.0,68.0,69.0,56.0,64.0,60.0,80.0,74.0,ST LM RM ,Mill,1000000.0,8000.0,ST,24-30,Semi-Pro
5817,5817,Edson Farias,25,69,72,CD Feirense,€1.3M,€6K,87.0,52.0,73.0,74.0,66.0,70.0,44.0,79.0,52.0,LM ST RM ,Mill,1000000.0,6000.0,LM,24-30,Semi-Pro
5795,5795,D. Dessoleil,24,69,72,Sporting Charleroi,€1.1M,€7K,48.0,67.0,50.0,39.0,24.0,46.0,66.0,55.0,73.0,CB ,Mill,1000000.0,7000.0,CB,18-24,Semi-Pro
5796,5796,Fran Sol,25,69,72,Willem II,€1.3M,€7K,66.0,48.0,62.0,56.0,74.0,74.0,69.0,68.0,59.0,ST ,Mill,1000000.0,7000.0,ST,24-30,Semi-Pro
5797,5797,C. Nørgaard,23,69,76,Brøndby IF,€1.3M,€10K,60.0,61.0,69.0,63.0,54.0,63.0,71.0,57.0,73.0,CM CDM ,Mill,1000000.0,10000.0,CM,18-24,Semi-Pro
5802,5802,J. Correa,24,69,74,Vélez Sarsfield,€1.4M,€8K,79.0,49.0,70.0,71.0,66.0,74.0,56.0,75.0,78.0,LM CAM ,Mill,1000000.0,8000.0,LM,18-24,Semi-Pro
5804,5804,Bruno Tabata,20,69,78,Portimonense SC,€1.6M,€5K,79.0,41.0,72.0,71.0,51.0,45.0,43.0,77.0,68.0,RW LW ,Mill,1000000.0,5000.0,RW,18-24,Semi-Pro
6420,6420,Auremir,25,69,72,Medicana Sivasspor,€1.1M,€8K,74.0,72.0,70.0,66.0,51.0,70.0,65.0,77.0,78.0,CDM RB ,Mill,1000000.0,8000.0,CD,24-30,Semi-Pro
5807,5807,S. Janko,21,69,75,AS Saint-Étienne,€1.2M,€13K,90.0,66.0,64.0,65.0,37.0,66.0,66.0,87.0,74.0,RM RB ,Mill,1000000.0,13000.0,RM,18-24,Semi-Pro
5808,5808,C. Brannagan,21,69,79,Liverpool,€1.7M,€38K,64.0,75.0,64.0,63.0,58.0,74.0,63.0,66.0,69.0,CAM CM ,Mill,1000000.0,38000.0,CA,18-24,Semi-Pro
5809,5809,S. Eduok,23,69,73,Kasimpaşa SK,€1.4M,€8K,75.0,57.0,70.0,73.0,68.0,73.0,67.0,79.0,68.0,RM LM ,Mill,1000000.0,8000.0,RM,18-24,Semi-Pro
5814,5814,A. Zaseev,29,69,69,FC Ufa,€1M,€17K,64.0,68.0,69.0,66.0,44.0,67.0,73.0,58.0,75.0,CDM CM ,Mill,1000000.0,17000.0,CD,24-30,Semi-Pro
5815,5815,S. Hutchinson,26,69,72,Millwall,€1.1M,€19K,66.0,78.0,58.0,56.0,20.0,54.0,85.0,70.0,67.0,CB ,Mill,1000000.0,19000.0,CB,24-30,Semi-Pro
5816,5816,P. Hofmann,24,69,74,SpVgg Greuther Fürth,€1.4M,€8K,45.0,67.0,67.0,58.0,65.0,80.0,91.0,65.0,60.0,ST ,Mill,1000000.0,8000.0,ST,18-24,Semi-Pro
5818,5818,Igor Madinha,25,69,69,São Paulo Futebol Clube,€1.1M,€16K,64.0,52.0,73.0,74.0,65.0,69.0,61.0,62.0,65.0,CF CAM ,Mill,1000000.0,16000.0,CF,24-30,Semi-Pro
5793,5793,R. Kent,20,69,80,SC Freiburg,€1.8M,€38K,83.0,33.0,70.0,76.0,59.0,53.0,55.0,83.0,61.0,RM LM ,Mill,1000000.0,38000.0,RM,18-24,Semi-Pro
5819,5819,W. Buckley,27,69,69,Bolton Wanderers,€1.1M,€21K,75.0,62.0,69.0,67.0,64.0,63.0,64.0,75.0,68.0,RW RM ,Mill,1000000.0,21000.0,RW,24-30,Semi-Pro
5820,5820,C. Martínez Borja,29,69,69,CD America de Cali,€1.1M,€2K,61.0,67.0,68.0,65.0,73.0,72.0,86.0,64.0,69.0,ST ,Mill,1000000.0,2000.0,ST,24-30,Semi-Pro
5822,5822,I. Šaponjić,19,69,78,SV Zulte-Waregem,€1.6M,€5K,71.0,47.0,64.0,60.0,68.0,77.0,77.0,76.0,61.0,ST ,Mill,1000000.0,5000.0,ST,18-24,Semi-Pro
5823,5823,C. Evans,28,69,69,Sheffield United,€1.1M,€28K,68.0,81.0,63.0,57.0,67.0,76.0,82.0,72.0,70.0,ST ,Mill,1000000.0,28000.0,ST,24-30,Semi-Pro
5824,5824,D. Ward,26,69,71,Cardiff City,€1.3M,€19K,76.0,54.0,65.0,66.0,68.0,75.0,77.0,78.0,75.0,LM ST ,Mill,1000000.0,19000.0,LM,24-30,Semi-Pro
5825,5825,L. Gordinho,23,69,74,Kaizer Chiefs,€1.2M,€1K,70.0,41.0,51.0,51.0,28.0,35.0,82.0,68.0,60.0,CB ,Mill,1000000.0,1000.0,CB,18-24,Semi-Pro
5826,5826,S. Ameobi,25,69,72,Bolton Wanderers,€1.3M,€20K,75.0,52.0,72.0,75.0,67.0,67.0,71.0,83.0,66.0,CAM LM RM ,Mill,1000000.0,20000.0,CA,24-30,Semi-Pro
5827,5827,J. Price,24,69,72,Wolverhampton Wanderers,€1.1M,€22K,62.0,69.0,67.0,55.0,37.0,47.0,61.0,60.0,78.0,CM CDM ,Mill,1000000.0,22000.0,CM,18-24,Semi-Pro
5828,5828,V. Karavaev,22,69,77,Sparta Praha,€1.3M,€1K,83.0,60.0,52.0,54.0,45.0,52.0,64.0,79.0,72.0,RB ,Mill,1000000.0,1000.0,RB,18-24,Semi-Pro
5830,5830,S. Koita,23,69,75,Amiens SC Football,€1.5M,€11K,62.0,58.0,69.0,68.0,69.0,74.0,71.0,62.0,70.0,ST ,Mill,1000000.0,11000.0,ST,18-24,Semi-Pro
